build,crate,test,status,compile_seconds,mean_s,stddev_s,median_s,min_s,max_s,runs,timestamp,job_id,tests_requested,tests_run,test_threads,excluded_failed
bsan,crc32fast-1.5.0,__calibration__,calibration,11.039,0.5768812786666667,0.5707073022191258,0.260750764,0.23419415400000002,1.235698918,3,2026-09-23T20:22:36Z,2158092.5,0,0,4,0
bsan,crc32fast-1.5.0,__concurrent__,success,11.039,13.301502954,1.6361863865266366,12.534292777,12.18989993,15.180316155,3,2026-09-23T20:23:32Z,2158092.5,5,5,4,0
bsan,encoding_rs-0.8.35,__calibration__,calibration,14.770,0.29017234000000003,0.013207553708878238,0.28286073100000003,0.282237426,0.30541886300000004,3,2026-09-23T20:29:14Z,2158102.0,0,0,4,0
bsan,encoding_rs-0.8.35,__concurrent__,success,14.770,19.60857895,1.2732457542089999,20.339518585,18.138369259,20.347849006,3,2026-09-23T20:30:32Z,2158102.0,137,137,4,0
bsan,bincode-2.0.1,__calibration__,calibration,45.951,1.4031842579999998,0.0029585983473550364,1.404691246,1.399775572,1.405085956,3,2026-09-23T20:30:03Z,2158102.1,0,0,4,0
bsan,bincode-2.0.1,__concurrent__,success,45.951,5.774863192333332,0.16023437950022684,5.7603926659999996,5.622354882,5.941842029,3,2026-09-23T20:30:26Z,2158102.1,59,59,4,0
bsan,lazycell-1.3.0,__calibration__,calibration,2.361,0.20368129233333332,0.0036030703428548668,0.204336746,0.19979549000000002,0.206911641,3,2026-09-23T20:29:12Z,2158102.2,0,0,4,0
bsan,lazycell-1.3.0,__concurrent__,success,2.361,0.4020532353333334,0.00815076338622502,0.39952725800000005,0.395464503,0.41116794500000003,3,2026-09-23T20:29:14Z,2158102.2,28,28,4,0
bsan,concurrent-queue-2.5.0,__calibration__,calibration,26.246,0.6840315843333334,0.010104323185583516,0.686782647,0.6728366290000001,0.692475477,3,2026-09-23T20:29:34Z,2158102.3,0,0,4,0
bsan,concurrent-queue-2.5.0,__concurrent__,success,26.246,3.6252652,0.24899046999948474,3.546259163,3.425363146,3.904173291,3,2026-09-23T20:29:49Z,2158102.3,13,31,4,0
bsan,thread_local-1.1.9,__calibration__,calibration,27.298,0.37474688033333337,0.022558280239455684,0.385650938,0.348808218,0.38978148500000004,3,2026-09-23T20:29:45Z,2158102.4,0,0,4,0
bsan,thread_local-1.1.9,__concurrent__,success,27.298,0.7031307870000001,0.024001369086283135,0.7003295150000001,0.680652973,0.728409873,3,2026-09-23T20:29:48Z,2158102.4,8,8,4,0
bsan,utf8_iter-1.0.4,__calibration__,calibration,8.044,0.29732569633333333,0.04419439505646415,0.275829853,0.26799131400000004,0.348155922,3,2026-09-23T20:29:06Z,2158102.5,0,0,4,0
bsan,utf8_iter-1.0.4,__concurrent__,success,8.044,0.24703060900000004,0.09889201853007246,0.191302084,0.188579288,0.36121045500000004,3,2026-09-23T20:29:07Z,2158102.5,2,2,4,0
bsan,gimli-0.33.0,__calibration__,calibration,56.552,0.408460436,0.013380680778026928,0.40215780900000003,0.39939494600000003,0.42382855300000005,3,2026-09-23T20:26:04Z,2158093.0,0,0,4,0
bsan,gimli-0.33.0,__concurrent__,success,56.552,39.830395382,0.9678408781294688,39.879708506,38.838840621,40.772637019,3,2026-09-23T20:28:45Z,2158093.0,477,477,4,0
bsan,brotli-8.0.3,__calibration__,calibration,162.523,0.32403422633333334,0.018878465545186508,0.31726454800000004,0.309474009,0.345364122,3,2026-09-23T20:31:41Z,2158103.0,0,0,4,0
bsan,brotli-8.0.3,__concurrent__,prerun_failed,162.523,,,,,,3,2026-09-23T20:41:16Z,2158103.0,126,33,4,0
bsan,ansi_term-0.12.1,__calibration__,calibration,10.770,0.2174398173333333,0.004676837912645718,0.214788053,0.21469152200000002,0.22283987700000002,3,2026-09-23T20:29:17Z,2158103.1,0,0,4,0
bsan,ansi_term-0.12.1,__concurrent__,success,10.770,18.083051768666667,1.1934482283236463,18.697289875,16.707591789,18.844273642,3,2026-09-23T20:30:29Z,2158103.1,58,58,4,0
bsan,subtle-2.6.1,__calibration__,calibration,8.079,0.3210015703333334,0.021070397487954282,0.33117233300000004,0.296775177,0.335057201,3,2026-09-23T20:29:09Z,2158103.2,0,0,4,0
bsan,subtle-2.6.1,__concurrent__,success,8.079,1.279672705,0.035775228617597216,1.259719546,1.258324046,1.320974523,3,2026-09-23T20:29:14Z,2158103.2,28,28,4,0
bsan,siphasher-1.0.3,__calibration__,calibration,6.493,0.20806201233333335,0.023272577003641142,0.19551977,0.19375081200000002,0.23491545500000002,3,2026-09-23T20:29:04Z,2158103.3,0,0,4,0
bsan,siphasher-1.0.3,__concurrent__,success,6.493,0.37143419333333333,0.022507358305206802,0.373605937,0.34791968300000004,0.39277696,3,2026-09-23T20:29:06Z,2158103.3,13,13,4,0
bsan,dyn-clone-1.0.20,__calibration__,calibration,15.781,0.4929254463333333,0.01360810377296043,0.48704906000000003,0.48324296000000005,0.508484319,3,2026-09-23T20:29:18Z,2158103.4,0,0,4,0
bsan,dyn-clone-1.0.20,__concurrent__,success,15.781,0.53335626,0.00721588118694614,0.529912159,0.528507727,0.541648894,3,2026-09-23T20:29:20Z,2158103.4,7,7,4,0
bsan,once_cell-1.21.4,__calibration__,calibration,12.551,0.30036172833333336,0.011371899891084223,0.296076371,0.291755133,0.313253681,3,2026-09-23T20:25:07Z,2158093.1,0,0,4,0
bsan,once_cell-1.21.4,__concurrent__,success,12.551,12.238409595999999,2.5001991291224237,12.172850623,9.771634682,14.770743483,3,2026-09-23T20:25:55Z,2158093.1,74,74,4,0
bsan,num-bigint-0.4.6,__calibration__,calibration,11.652,0.8534091773333333,0.023340293549150622,0.84303063,0.8370581720000001,0.8801387300000001,3,2026-09-23T20:29:19Z,2158105.0,0,0,4,0
bsan,num-bigint-0.4.6,__concurrent__,prerun_failed,11.652,,,,,,3,2026-09-23T20:57:23Z,2158105.0,111,67,4,0
bsan,bit-vec-0.9.1,__calibration__,calibration,7.310,0.23915378499999998,0.003921799916977784,0.24137218300000002,0.23462558800000002,0.241463584,3,2026-09-23T20:29:10Z,2158105.1,0,0,4,0
bsan,bit-vec-0.9.1,__concurrent__,success,7.310,23.294770745666664,0.6175835989655148,23.03926142,22.845944330000002,23.999106487,3,2026-09-23T20:30:47Z,2158105.1,58,58,4,0
bsan,const-oid-0.10.2,__calibration__,calibration,21.969,0.5085637350000001,0.016853723357164858,0.5139081440000001,0.489685792,0.5220972690000001,3,2026-09-23T20:29:28Z,2158105.2,0,0,4,0
bsan,const-oid-0.10.2,__concurrent__,success,21.969,38.024523097666666,2.449063470767379,37.337296057,35.9924891,40.743784136,3,2026-09-23T20:32:00Z,2158105.2,26,27,4,0
bsan,unicode-normalization-0.1.25,__calibration__,calibration,7.178,0.19972635900000002,0.017782596560400533,0.19163554200000002,0.18742781600000002,0.22011571900000002,3,2026-09-23T20:29:04Z,2158105.3,0,0,4,0
bsan,unicode-normalization-0.1.25,__concurrent__,success,7.178,37.78775817333334,0.40330357563714925,37.614002426,37.500456305,38.248815789,3,2026-09-23T20:31:42Z,2158105.3,13,13,4,0
bsan,either-1.16.0,__calibration__,calibration,9.764,0.20604326200000003,0.006269125763129655,0.20844062200000002,0.19892922600000001,0.210759938,3,2026-09-23T20:29:08Z,2158105.4,0,0,4,0
bsan,either-1.16.0,__concurrent__,success,9.764,0.4495867786666667,0.01429078470426534,0.44572736100000004,0.437622057,0.465410918,3,2026-09-23T20:29:10Z,2158105.4,7,7,4,0
bsan,atomic-waker-1.1.2,__calibration__,calibration,26.261,0.44803034500000005,0.01608592151412467,0.44532484200000005,0.43346873,0.465297463,3,2026-09-23T20:29:39Z,2158105.5,0,0,4,0
bsan,atomic-waker-1.1.2,__concurrent__,success,26.261,0.4450625426666667,0.0014913317935410396,0.445625027,0.443371769,0.44619083200000004,3,2026-09-23T20:29:41Z,2158105.5,1,1,4,0
bsan,arc-swap-1.9.1,__calibration__,calibration,47.351,0.6540165010000001,0.032973428684539584,0.647221048,0.624970224,0.689858231,3,2026-09-23T20:26:02Z,2158093.2,0,0,4,0
bsan,arc-swap-1.9.1,__concurrent__,success,47.351,70.93906738366667,4.615232764705147,71.006710383,66.290384912,75.520106856,3,2026-09-23T20:30:39Z,2158093.2,43,43,4,0
bsan,curve25519-dalek-4.1.3,__calibration__,calibration,32.606,1.2296639643333334,0.742252455425791,1.5053687070000001,0.389010854,1.794612332,3,2026-09-23T20:29:47Z,2158107.0,0,0,4,0
bsan,curve25519-dalek-4.1.3,__concurrent__,prerun_failed,32.606,,,,,,3,2026-09-23T20:33:24Z,2158107.0,106,106,4,0
bsan,flate2-1.1.9,__calibration__,calibration,9.179,0.6765382513333332,0.030125800955720587,0.678347333,0.645548676,0.7057187450000001,3,2026-09-23T20:29:15Z,2158107.1,0,0,4,0
bsan,tracing-core-0.1.36,__calibration__,calibration,6.704,0.6020738063333334,0.005401646678984138,0.6014854110000001,0.5969904460000001,0.6077455620000001,3,2026-09-23T20:29:05Z,2158107.2,0,0,4,0
bsan,tracing-core-0.1.36,__concurrent__,success,6.704,0.9762730283333334,0.03695899077899715,0.9622043610000001,0.9484143620000001,1.018200362,3,2026-09-23T20:29:10Z,2158107.2,26,25,4,1
bsan,zeroize-1.8.2,__calibration__,calibration,4.770,0.38688483533333334,0.04141097694900784,0.367528487,0.358696562,0.434429457,3,2026-09-23T20:29:03Z,2158107.3,0,0,4,0
bsan,zeroize-1.8.2,__concurrent__,success,4.770,0.45911168033333344,0.010185470322506263,0.45987436800000003,0.44856630500000005,0.468894368,3,2026-09-23T20:29:05Z,2158107.3,13,13,4,0
bsan,tracing-log-0.2.0,__calibration__,calibration,29.309,0.5167819063333333,0.021925351486919487,0.52203316,0.492707753,0.535604806,3,2026-09-23T20:29:45Z,2158107.4,0,0,4,0
bsan,tracing-log-0.2.0,__concurrent__,success,29.309,0.827129351,0.007045267818685335,0.8291478320000001,0.819295149,0.832945072,3,2026-09-23T20:29:49Z,2158107.4,7,7,4,0
bsan,core-foundation-sys-0.8.7,__calibration__,calibration,5.437,0.20476438500000002,0.013107454627959576,0.21130817200000002,0.18967346000000002,0.213311523,3,2026-09-23T20:29:03Z,2158107.5,0,0,4,0
bsan,core-foundation-sys-0.8.7,__concurrent__,success,5.437,0.19349635133333334,0.004547956913904576,0.191766981,0.190066753,0.19865532000000002,3,2026-09-23T20:29:04Z,2158107.5,1,1,4,0
bsan,object-0.39.1,__calibration__,calibration,12.988,0.396349562,0.01404924592588325,0.391576804,0.38530847300000004,0.41216340900000004,3,2026-09-23T20:25:07Z,2158093.3,0,0,4,0
bsan,object-0.39.1,__concurrent__,success,12.988,1.460009632,0.5496101894307787,1.180081477,1.106717659,2.09322976,3,2026-09-23T20:25:13Z,2158093.3,20,14,4,6
bsan,hashbrown-0.17.1,__calibration__,calibration,32.497,0.8436054510000001,0.02103885917893849,0.8423158190000001,0.823241073,0.8652594610000001,3,2026-09-23T20:29:45Z,2158109.0,0,0,4,0
bsan,hashbrown-0.17.1,__concurrent__,success,32.497,14.956888330666665,0.1720125123231142,14.862590691,14.852646031999999,15.155428269,3,2026-09-23T20:30:46Z,2158109.0,106,106,4,0
bsan,hashlink-0.11.0,__calibration__,calibration,11.367,0.549265478,0.03389612521500839,0.535562616,0.524365988,0.5878678300000001,3,2026-09-23T20:29:11Z,2158109.1,0,0,4,0
bsan,hashlink-0.11.0,__concurrent__,success,11.367,3.8204159253333336,0.27841081403884976,3.79266106,3.556922069,4.111664647,3,2026-09-23T20:29:26Z,2158109.1,58,66,4,0
bsan,linked-hash-map-0.5.6,__calibration__,calibration,7.555,0.19938007566666668,0.002570865219601433,0.199251535,0.19687589200000002,0.20201280000000002,3,2026-09-23T20:29:14Z,2158109.2,0,0,4,0
bsan,linked-hash-map-0.5.6,__concurrent__,success,7.555,0.5791932013333333,0.15509255404675357,0.512878212,0.46828320500000004,0.7564181870000001,3,2026-09-23T20:29:16Z,2158109.2,25,25,4,0
bsan,yoke-0.8.2,__calibration__,calibration,11.057,0.39679675166666667,0.016009594630495925,0.391504866,0.38410307000000005,0.414782319,3,2026-09-23T20:29:11Z,2158109.3,0,0,4,0
bsan,yoke-0.8.2,__concurrent__,success,11.057,0.48899174433333337,0.00660693279364278,0.491473009,0.48150338800000003,0.49399883600000005,3,2026-09-23T20:29:13Z,2158109.3,12,12,4,0
bsan,yansi-1.0.1,__calibration__,calibration,4.720,0.27104100166666667,0.005288582425497521,0.270799901,0.265877093,0.276446011,3,2026-09-23T20:29:05Z,2158109.4,0,0,4,0
bsan,yansi-1.0.1,__concurrent__,success,4.720,0.4312409383333334,0.001184197918348245,0.43162494700000004,0.42991239200000003,0.432185476,3,2026-09-23T20:29:07Z,2158109.4,7,7,4,0
bsan,futures-task-0.3.32,__calibration__,calibration,5.455,0.18274626766666668,0.005879909663586703,0.18052490300000001,0.178300648,0.189413252,3,2026-09-23T20:29:03Z,2158109.5,0,0,4,0
bsan,futures-task-0.3.32,__concurrent__,success,5.455,0.19903255,0.008676419254004092,0.202251794,0.18920662700000002,0.205639229,3,2026-09-23T20:29:04Z,2158109.5,1,1,4,0
bsan,alloc-no-stdlib-2.0.4,__calibration__,calibration,716.920,0.3436191773333334,0.03127367076806407,0.328253375,0.323000814,0.37960334300000004,3,2026-09-23T20:36:49Z,2158093.4,0,0,4,0
bsan,alloc-no-stdlib-2.0.4,__concurrent__,success,716.920,0.44022789433333337,0.0062109037061984845,0.43853483200000004,0.43503907300000005,0.447109778,3,2026-09-23T20:36:51Z,2158093.4,9,9,4,0
bsan,tempfile-3.27.0,__calibration__,calibration,10.207,0.830057166,0.05571577559275713,0.838880209,0.770456306,0.8808349830000001,3,2026-09-23T20:29:21Z,2158111.1,0,0,4,0
bsan,tempfile-3.27.0,__concurrent__,success,10.207,15.320537939666666,1.9199159289251948,15.109648807,13.514773071,17.337191941,3,2026-09-23T20:30:23Z,2158111.1,58,63,4,0
bsan,base64ct-1.8.3,__calibration__,calibration,21.566,0.9242300576666667,0.019502204847724504,0.933044701,0.901876635,0.937768837,3,2026-09-23T20:29:25Z,2158111.2,0,0,4,0
bsan,base64ct-1.8.3,__concurrent__,success,21.566,65.16223222233333,2.1877241416661994,65.469919974,62.836952622,67.179824071,3,2026-09-23T20:33:56Z,2158111.2,24,47,4,0
bsan,alloc-stdlib-0.2.2,__calibration__,calibration,632.141,0.33500321833333335,0.04358927827968104,0.31371435400000003,0.30614938,0.385145921,3,2026-09-23T20:39:31Z,2158111.3,0,0,4,0
bsan,alloc-stdlib-0.2.2,__concurrent__,success,632.141,0.71438277,0.013062116742372485,0.7092387790000001,0.704675783,0.7292337480000001,3,2026-09-23T20:39:33Z,2158111.3,11,11,4,0
bsan,hostname-0.4.2,__calibration__,calibration,53.653,0.5480201856666667,0.01042809252135743,0.550240711,0.536660676,0.55715917,3,2026-09-23T20:30:02Z,2158111.4,0,0,4,0
bsan,futures-util-0.3.32,__calibration__,calibration,15.630,0.36145138433333335,0.02572207570591612,0.371130365,0.332293934,0.380929854,3,2026-09-23T20:29:25Z,2158111.5,0,0,4,0
bsan,futures-util-0.3.32,__concurrent__,success,15.630,0.3643988126666667,0.001598413877051345,0.363840249,0.36315463400000003,0.366201555,3,2026-09-23T20:29:27Z,2158111.5,1,1,4,0
bsan,async-trait-0.1.89,__calibration__,calibration,50.879,0.9842579473333334,0.8951073139160549,0.53332446,0.404298502,2.01515088,3,2026-09-23T20:25:50Z,2158093.5,0,0,4,0
bsan,async-trait-0.1.89,__concurrent__,success,50.879,0.4933869763333334,0.0943872694540408,0.48409267500000003,0.403990687,0.592077567,3,2026-09-23T20:25:52Z,2158093.5,4,4,4,0
bsan,num-complex-0.4.6,__calibration__,calibration,7.826,0.19658630800000002,0.002337186420255569,0.19683862100000002,0.194133202,0.19878710100000002,3,2026-09-23T20:29:08Z,2158113.0,0,0,4,0
bsan,num-complex-0.4.6,__concurrent__,success,7.826,0.9262585093333334,0.005434900391689804,0.927505675,0.9203084290000001,0.930961424,3,2026-09-23T20:29:12Z,2158113.0,92,92,4,0
bsan,lru-0.18.0,__calibration__,calibration,9.934,0.19239704500000002,0.010155936724216672,0.19382695200000002,0.18160193400000002,0.201762249,3,2026-09-23T20:29:08Z,2158113.1,0,0,4,0
bsan,lru-0.18.0,__concurrent__,success,9.934,40.71384618133333,1.7396725508030664,40.821380992,38.922900667,42.397256885,3,2026-09-23T20:31:53Z,2158113.1,52,52,4,0
bsan,bit-set-0.10.0,__calibration__,calibration,7.316,0.25688027333333335,0.003356745603699707,0.255151668,0.254740132,0.26074902,3,2026-09-23T20:29:11Z,2158113.2,0,0,4,0
bsan,bit-set-0.10.0,__concurrent__,success,7.316,4.125627796666667,0.10165222116321851,4.070625954,4.063327426,4.24293001,3,2026-09-23T20:29:28Z,2158113.2,24,24,4,0
bsan,event-listener-5.4.1,__calibration__,calibration,20.414,0.45235892,0.011292222064229918,0.449320345,0.442896879,0.464859536,3,2026-09-23T20:29:36Z,2158113.3,0,0,4,0
bsan,event-listener-5.4.1,__concurrent__,success,20.414,0.508225692,0.004320150366222098,0.508832332,0.5036342850000001,0.5122104590000001,3,2026-09-23T20:29:38Z,2158113.3,11,11,4,0
bsan,is-terminal-0.4.17,__calibration__,calibration,5.306,0.21021912200000004,0.0021264651596861438,0.209639329,0.20844268500000002,0.21257535200000002,3,2026-09-23T20:29:16Z,2158113.4,0,0,4,0
bsan,is-terminal-0.4.17,__concurrent__,success,5.306,0.282010558,0.007101883187515348,0.278383155,0.27745494200000004,0.29019357700000004,3,2026-09-23T20:29:17Z,2158113.4,6,6,4,0
bsan,inout-0.2.2,__calibration__,calibration,10.305,0.2677204526666667,0.0026243076160012957,0.26881282900000003,0.264726403,0.269622126,3,2026-09-23T20:29:09Z,2158113.5,0,0,4,0
bsan,inout-0.2.2,__concurrent__,success,10.305,0.2704284066666667,0.000343190211472195,0.27039688100000003,0.270102067,0.270786272,3,2026-09-23T20:29:10Z,2158113.5,1,1,4,0
bsan,aho-corasick-1.1.4,__calibration__,calibration,14.440,0.3087002066666667,0.03976484795538504,0.33038003400000004,0.26280702,0.332913566,3,2026-09-23T20:29:15Z,2158114.0,0,0,4,0
bsan,arrayvec-0.7.6,__calibration__,calibration,10.726,0.47354677300000003,0.004244484995507948,0.47163103900000003,0.470597835,0.47841144500000005,3,2026-09-23T20:29:12Z,2158114.1,0,0,4,0
bsan,arrayvec-0.7.6,__concurrent__,success,10.726,2.1436110110000004,0.024562117553167902,2.139028322,2.12166299,2.1701417210000002,3,2026-09-23T20:29:20Z,2158114.1,50,50,4,0
bsan,bytemuck-1.25.0,__calibration__,calibration,8.395,1.0190301626666667,0.07278351702139448,0.980651562,0.973467995,1.102970931,3,2026-09-23T20:29:11Z,2158114.2,0,0,4,0
bsan,bytemuck-1.25.0,__concurrent__,success,8.395,1.9825149603333332,0.33314913986656275,2.005868978,1.638303304,2.3033725990000002,3,2026-09-23T20:29:19Z,2158114.2,24,32,4,0
bsan,itoa-1.0.18,__calibration__,calibration,2.513,0.39501876133333336,0.06363899659516263,0.39846335400000005,0.32972742400000005,0.45686550600000003,3,2026-09-23T20:29:21Z,2158114.3,0,0,4,0
bsan,itoa-1.0.18,__concurrent__,success,2.513,0.5161838523333334,0.15338884796564037,0.455931909,0.40206899700000004,0.690550651,3,2026-09-23T20:29:23Z,2158114.3,11,11,4,0
bsan,libc-0.2.186,__calibration__,calibration,10.104,0.28735648333333336,0.006849720807886226,0.28482983,0.282128994,0.29511062600000004,3,2026-09-23T20:29:09Z,2158114.4,0,0,4,0
bsan,libc-0.2.186,__concurrent__,success,10.104,0.37085926100000005,0.07069918385800722,0.341037498,0.319956987,0.451583298,3,2026-09-23T20:29:10Z,2158114.4,6,6,4,0
bsan,utf8parse-0.2.2,__calibration__,calibration,7.717,0.27788598400000003,0.009110115862457023,0.27387557500000004,0.271469094,0.28831328300000003,3,2026-09-23T20:29:06Z,2158114.5,0,0,4,0
bsan,utf8parse-0.2.2,__concurrent__,success,7.717,1.759899509,0.0531078610636911,1.730449496,1.7280416060000001,1.821207425,3,2026-09-23T20:29:14Z,2158114.5,1,1,4,0
bsan,combine-4.6.7,__calibration__,calibration,81.822,1.072086271,0.05130698722773504,1.04312803,1.041805229,1.131325554,3,2026-09-23T20:33:16Z,2158115.0,0,0,4,0
bsan,combine-4.6.7,__concurrent__,success,81.822,2.2072637299999998,0.05979691992555642,2.239847266,2.138251885,2.243692039,3,2026-09-23T20:33:25Z,2158115.0,81,81,4,0
bsan,tokio-stream-0.1.18,__calibration__,calibration,61.624,2.42938609,0.504524371940793,2.639094721,1.853828514,2.795235035,3,2026-09-23T20:32:57Z,2158115.1,0,0,4,0
bsan,tokio-stream-0.1.18,__concurrent__,success,61.624,6.824274272,0.3005800647619465,6.9776412180000005,6.477947868,7.01723373,3,2026-09-23T20:33:24Z,2158115.1,50,60,4,0
bsan,simd-adler32-0.3.9,__calibration__,calibration,37.483,0.35867667500000006,0.02225234736139807,0.35935436200000004,0.336093225,0.380582438,3,2026-09-23T20:31:49Z,2158115.2,0,0,4,0
bsan,simd-adler32-0.3.9,__concurrent__,success,37.483,1.2331043726666666,0.024346555262807643,1.219331521,1.218766139,1.2612154580000001,3,2026-09-23T20:31:54Z,2158115.2,24,24,4,0
bsan,anstream-1.0.0,__calibration__,calibration,51.357,0.6564724903333333,0.03233626629648551,0.6617778480000001,0.6218116250000001,0.685827998,3,2026-09-23T20:31:32Z,2158115.3,0,0,4,0
bsan,anstream-1.0.0,__concurrent__,success,51.357,0.7829234733333333,0.14577225316417042,0.708930064,0.688987824,0.9508525320000001,3,2026-09-23T20:31:35Z,2158115.3,10,10,4,0
bsan,bumpalo-3.20.3,__calibration__,calibration,38.989,0.385947649,0.022275348526352226,0.380491803,0.36690709800000004,0.410444046,3,2026-09-23T20:31:50Z,2158115.4,0,0,4,0
bsan,bumpalo-3.20.3,__concurrent__,success,38.989,0.42782992466666675,0.021022771487793357,0.43553450000000005,0.40404182600000005,0.44391344800000004,3,2026-09-23T20:31:52Z,2158115.4,5,5,4,0
bsan,der-0.8.0,__calibration__,calibration,15.661,0.6223339276666667,0.022106546370114444,0.632109417,0.5970248890000001,0.637867477,3,2026-09-23T20:30:51Z,2158116.0,0,0,4,0
bsan,der-0.8.0,__concurrent__,success,15.661,8.501544204,0.45976492758348037,8.590138322,8.003929265,8.910565025,3,2026-09-23T20:31:25Z,2158116.0,78,78,4,0
bsan,twox-hash-2.1.2,__calibration__,calibration,7.242,0.21971679100000005,0.01209534118341885,0.21348192500000002,0.212011003,0.23365744500000002,3,2026-09-23T20:30:38Z,2158116.1,0,0,4,0
bsan,twox-hash-2.1.2,__concurrent__,success,7.242,8.974471993333333,0.11425354169925643,8.952180399,8.873007021,9.09822856,3,2026-09-23T20:31:14Z,2158116.1,49,49,4,0
bsan,which-8.0.2,__calibration__,calibration,6.626,0.3010227306666667,0.006340580746798072,0.300470723,0.294976201,0.307621268,3,2026-09-23T20:30:39Z,2158116.2,0,0,4,0
bsan,which-8.0.2,__concurrent__,success,6.626,0.8509115826666668,0.008747702803185554,0.850478253,0.8423885980000001,0.8598678970000001,3,2026-09-23T20:30:43Z,2158116.2,24,24,4,0
bsan,base16ct-1.0.0,__calibration__,calibration,1.899,0.24999586266666665,0.0012384295726997777,0.24940609400000002,0.249162546,0.25141894800000003,3,2026-09-23T20:30:30Z,2158116.3,0,0,4,0
bsan,base16ct-1.0.0,__concurrent__,success,1.899,0.32250257,0.004559536726796279,0.3212486,0.318701232,0.327557878,3,2026-09-23T20:30:31Z,2158116.3,10,10,4,0
bsan,camino-1.2.2,__calibration__,calibration,7.876,0.30596145500000005,0.009701973747007792,0.30955321900000005,0.294975757,0.31335538900000004,3,2026-09-23T20:30:41Z,2158116.4,0,0,4,0
bsan,camino-1.2.2,__concurrent__,success,7.876,0.6618318776666667,0.005175655504013908,0.664680167,0.655857695,0.6649577710000001,3,2026-09-23T20:30:44Z,2158116.4,5,5,4,0
bsan,httparse-1.10.1,__calibration__,calibration,32.586,1.1746959526666667,0.6122052472774745,1.483938909,0.46955484700000005,1.570594102,3,2026-09-23T20:29:48Z,2158094.0,0,0,4,0
bsan,httparse-1.10.1,__concurrent__,success,32.586,3.431261189666667,0.46991723790878903,3.579003788,2.905226973,3.8095528080000003,3,2026-09-23T20:30:03Z,2158094.0,358,358,4,0
bsan,ordered-float-5.3.0,__calibration__,calibration,6.792,0.398248796,0.011544423574838376,0.402987918,0.385088996,0.40666947400000003,3,2026-09-23T20:29:19Z,2158094.1,0,0,4,0
bsan,ordered-float-5.3.0,__concurrent__,success,6.792,7.745652288666666,0.2063655245387166,7.786649824,7.521865225,7.928441817,3,2026-09-23T20:29:50Z,2158094.1,71,71,4,0
bsan,tungstenite-0.29.0,__calibration__,calibration,42.026,0.4111609813333333,0.044242815610942385,0.40018832000000004,0.373437044,0.45985758000000004,3,2026-09-23T20:30:07Z,2158094.2,0,0,4,0
bsan,tungstenite-0.29.0,__concurrent__,success,42.026,0.8413136200000001,0.013841223748405447,0.8428273030000001,0.826777771,0.854335786,3,2026-09-23T20:30:11Z,2158094.2,43,43,4,0
bsan,erased-serde-0.4.10,__calibration__,calibration,19.713,0.5506207630000001,0.03347074747742837,0.5363619500000001,0.526640595,0.5888597440000001,3,2026-09-23T20:29:31Z,2158094.3,0,0,4,0
bsan,erased-serde-0.4.10,__concurrent__,success,19.713,0.7193002143333334,0.007050375980337493,0.7166480190000001,0.7139605640000001,0.72729206,3,2026-09-23T20:29:33Z,2158094.3,18,18,4,0
bsan,dirs-sys-0.5.0,__calibration__,calibration,10.918,0.18876249966666667,0.003911703665421529,0.189853508,0.18442111600000002,0.192012875,3,2026-09-23T20:29:11Z,2158094.4,0,0,4,0
