crate,name,version,repository,host,extern_c,extern_c_unwind,extern_cpp,matched_files,status
fm-bindings-0.1.5,fm-bindings,0.1.5,https://github.com/remdalm/fm-bindings,github,10,0,0,2,"extern ""C"""
fm-rs-0.3.0,fm-rs,0.3.0,https://github.com/blacktop/fm-rs,github,11,0,0,3,"extern ""C"""
fmi-rs-0.2.0,fmi-rs,0.2.0,https://github.com/CATIA-Systems/fmi-rs,github,182,0,0,24,"extern ""C"""
fmod-audio-sys-0.1.4,fmod-audio-sys,0.1.4,https://github.com/melody-rs/fmod-oxide,github,736,0,0,1,"extern ""C"""
fmod-oxide-0.2.2,fmod-oxide,0.2.2,https://github.com/melody-rs/fmod-oxide,github,21,0,0,11,"extern ""C"""
fmu-runner-0.4.4,fmu-runner,0.4.4,https://github.com/Nikita240/fmu-runner-rs,github,1,0,0,1,"extern ""C"""
fopencookie-0.1.1,fopencookie,0.1.1,https://github.com/aatifsyed/fopencookie,github,8,0,0,1,"extern ""C"""
fork-0.10.0,fork,0.10.0,https://github.com/immortal/fork,github,3,0,0,3,"extern ""C"""
foundation-models-0.12.0,foundation-models,0.12.0,https://github.com/doom-fish/foundation-models-rs,github,22,0,0,6,"extern ""C"""
foxtk-0.0.3,foxtk,0.0.3,https://github.com/theavege/foxtk-rs,github,3,0,0,1,"extern ""C"""
fprint-backend-libfprint-0.1.0,fprint-backend-libfprint,0.1.0,https://github.com/P4suta/fprintd,github,3,0,0,2,"extern ""C"""
franka-rs-0.4.0,franka-rs,0.4.0,https://github.com/BarisYazici/franka-rs,github,13,0,0,4,"extern ""C"""
fre-rs-0.4.0,fre-rs,0.4.0,https://github.com/frashack/fre-rs,github,7,0,0,1,"extern ""C"""
freenectrs-0.1.0,freenectrs,0.1.0,https://github.com/Entscheider/freenect-rs,github,9,0,0,2,"extern ""C"""
freya-skia-safe-0.100.0,freya-skia-safe,0.100.0,https://github.com/marc2332/rust-skia,github,26,0,0,8,"extern ""C"""
frontmost-1.1.0,frontmost,1.1.0,https://github.com/kllarena07/frontmost,github,4,0,0,1,"extern ""C"""
fruitbasket-0.10.0,fruitbasket,0.10.0,https://github.com/mrmekon/fruitbasket,github,2,0,0,1,"extern ""C"""
fruity-0.3.0,fruity,0.3.0,https://github.com/nvzqz/fruity,github,143,0,0,49,"extern ""C"""
fruity__bbqsrc-0.2.0,fruity__bbqsrc,0.2.0,https://github.com/nvzqz/fruity,github,143,0,0,49,"extern ""C"""
fsk-0.0.9,fsk,0.0.9,https://github.com/specta-rs/fsk,github,20,0,0,2,"extern ""C"""
fstapi-0.0.3,fstapi,0.0.3,https://github.com/MaxXSoft/fst-tools,github,2,0,0,1,"extern ""C"""
ft8-engine-0.5.0,ft8-engine,0.5.0,https://github.com/bodiya/wsjtr,github,6,0,0,1,"extern ""C"""
fugle-marketdata-core-0.7.3,fugle-marketdata-core,0.7.3,https://github.com/fugle-dev/fugle-marketdata-sdk,github,3,0,0,1,"extern ""C"""
funcscript-0.1.0,funcscript,0.1.0,https://github.com/teweldemat/funcscript,github,25,0,0,1,"extern ""C"""
fuse-0.3.1,fuse,0.3.1,https://github.com/zargony/rust-fuse,github,1,0,0,1,"extern ""C"""
fuse-rs-0.0.1,fuse-rs,0.0.1,https://github.com/carlosgaldino/fuse-rs,github,30,0,0,1,"extern ""C"""
fusebox-sys-0.5.0,fusebox-sys,0.5.0,https://github.com/tau-OS/rust,github,7,0,0,1,"extern ""C"""
fuser-0.18.0,fuser,0.18.0,https://github.com/cberner/fuser,github,48,0,0,3,"extern ""C"""
future_form_ffi-0.1.0,future_form_ffi,0.1.0,https://codeberg.org/expede/future_form,codeberg,1,0,0,1,"extern ""C"""
fxplug-0.1.1,fxplug,0.1.1,https://github.com/Dragoy/fxplug-rust,github,12,0,0,1,"extern ""C"""
g2g-capi-0.8.0,g2g-capi,0.8.0,https://github.com/boxerab/glass2glass,github,25,0,0,4,"extern ""C"""
g2g-python-0.8.0,g2g-python,0.8.0,https://github.com/boxerab/glass2glass,github,7,0,0,1,"extern ""C"""
gain-0.5.0,gain,0.5.0,https://github.com/gate-computer/gain,github,1,0,0,1,"extern ""C"""
game-music-emu-0.3.0,game-music-emu,0.3.0,https://github.com/JayPavlina/Game-Music-Emu-Rust,github,1,0,0,1,"extern ""C"""
gamecontroller-0.9.0,gamecontroller,0.9.0,https://github.com/doom-fish/gamecontroller-rs,github,23,0,0,3,"extern ""C"""
gamekit-rs-0.9.0,gamekit-rs,0.9.0,https://github.com/doom-fish/gamekit-rs,github,70,0,0,26,"extern ""C"""
garguile-0.1.3,garguile,0.1.3,https://github.com/asdfish/gargoyle,github,103,0,0,7,"extern ""C"""
gauss-jacobi-quad-0.2.0,gauss-jacobi-quad,0.2.0,https://github.com/HaoZeke/GaussJacobiQuad,github,1,0,0,1,"extern ""C"""
gdal-0.19.0,gdal,0.19.0,https://github.com/georust/gdal,github,1,0,0,1,"extern ""C"""
gdal-sys-0.12.0,gdal-sys,0.12.0,https://github.com/georust/gdal,github,62256,0,0,36,"extern ""C"""
gdbm_compat-0.1.1,gdbm_compat,0.1.1,https://github.com/pymongo/gdbm_compat,github,1,0,0,1,"extern ""C"""
gdeflate-sys-0.4.1,gdeflate-sys,0.4.1,https://github.com/projectkml/gdeflate-rs,github,28,0,0,1,"extern ""C"""
gdk-0.19.0,gdk,0.19.0,https://github.com/gtk-rs/gtk3-rs,github,116,0,0,12,"extern ""C"""
gdk4-0.11.5,gdk4,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,230,0,0,27,"extern ""C"""
gdk4-macos-0.11.5,gdk4-macos,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,2,0,0,1,"extern ""C"""
gdk4-macos-sys-0.11.5,gdk4-macos-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,1,0,0,1,"extern ""C"""
gdk4-sys-0.11.5,gdk4-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,18,0,0,1,"extern ""C"""
gdk4-wayland-0.11.5,gdk4-wayland,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,2,0,0,1,"extern ""C"""
gdk4-wayland-sys-0.11.5,gdk4-wayland-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,2,0,0,1,"extern ""C"""
gdk4-win32-0.11.5,gdk4-win32,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,15,0,0,2,"extern ""C"""
gdk4-win32-sys-0.11.5,gdk4-win32-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,2,0,0,1,"extern ""C"""
gdk4-x11-0.11.5,gdk4-x11,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,4,0,0,2,"extern ""C"""
gdk4-x11-sys-0.11.5,gdk4-x11-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,1,0,0,1,"extern ""C"""
gdkwayland-0.19.0,gdkwayland,0.19.0,https://github.com/gtk-rs/gtk3-rs,github,2,0,0,1,"extern ""C"""
gdkx11-0.19.0,gdkx11,0.19.0,https://github.com/gtk-rs/gtk3-rs,github,2,0,0,1,"extern ""C"""
gegl-0.4.0,gegl,0.4.0,https://gitlab.gnome.org/World/Rust/gegl-rs,gitlab,157,0,0,11,"extern ""C"""
gegl-sys-0.4.0,gegl-sys,0.4.0,https://gitlab.gnome.org/World/Rust/gegl-rs,gitlab,26,0,0,1,"extern ""C"""
geiserx_ts_ffi-0.57.1,geiserx_ts_ffi,0.57.1,https://github.com/GeiserX/tailscale-rs,github,65,0,0,12,"extern ""C"""
gemstone-gci-0.2.0,gemstone-gci,0.2.0,https://github.com/unicompute/gemstone-rs,github,30,0,0,1,"extern ""C"""
geniex-rs-0.2.0,geniex-rs,0.2.0,https://github.com/Maki-Grz/geniex-rs,github,5,0,0,2,"extern ""C"""
genlayer_sdk-0.0.2,genlayer_sdk,0.0.2,https://github.com/genlayerlabs/genvm,github,1,0,0,1,"extern ""C"""
getattrlistbulk-0.1.0,getattrlistbulk,0.1.0,https://github.com/quivent/getattrlistbulk-rs,github,1,0,0,1,"extern ""C"""
getstream-0.1.0-preview.2,getstream,0.1.0-preview.2,https://github.com/GetStream/stream-video-rust,github,1,0,0,1,"extern ""C"""
gfxd-rs-0.1.0,gfxd-rs,0.1.0,https://github.com/Decompollaborate/gfxd-rs,github,19,0,0,2,"extern ""C"""
ghijsl-sdk-0.1.0,ghijsl-sdk,0.1.0,2,other,0,0,1,kept,"extern ""C++"""
ghostty-web-umd-bindgen-0.1.0,ghostty-web-umd-bindgen,0.1.0,https://github.com/heinthanth/ghostty-web-umd-bindgen,github,34,0,0,1,"extern ""C"""
giacrs-0.1.3,giacrs,0.1.3,https://github.com/supersurviveur/giacrs,github,3,0,0,1,"extern ""C"""
gigastt-ffi-2.20.0,gigastt-ffi,2.20.0,https://github.com/ekhodzitsky/gigastt,github,11,0,0,1,"extern ""C"""
gist-search-1.3.1,gist-search,1.3.1,https://github.com/The-Billy-Company/gist,github,1,0,0,1,"extern ""C"""
git2-0.21.0,git2,0.21.0,https://github.com/rust-lang/git2-rs,github,49,0,0,16,"extern ""C"""
github-copilot-sdk-1.0.14,github-copilot-sdk,1.0.14,https://github.com/github/copilot-sdk,github,10,0,0,1,"extern ""C"""
gloo-console-0.4.0,gloo-console,0.4.0,https://github.com/rustwasm/gloo/tree/master/crates/console,github,1,0,0,1,"extern ""C"""
gloo-net-0.7.0,gloo-net,0.7.0,https://github.com/rustwasm/gloo,github,1,0,0,1,"extern ""C"""
gloo-timers-0.4.0,gloo-timers,0.4.0,https://github.com/rustwasm/gloo/tree/master/crates/timers,github,1,0,0,1,"extern ""C"""
gloo-utils-0.3.0,gloo-utils,0.3.0,https://github.com/rustwasm/gloo/tree/master/crates/utils,github,1,0,0,1,"extern ""C"""
gluac-rs-0.1.3,gluac-rs,0.1.3,https://github.com/WilliamVenner/gluac-rs,github,14,0,0,1,"extern ""C"""
gmcrypto-c-1.13.0,gmcrypto-c,1.13.0,https://github.com/frankxue831/gm-crypto-rs,github,119,0,0,2,"extern ""C"""
gmeow-gts-capi-0.9.11,gmeow-gts-capi,0.9.11,https://github.com/Blackcat-Informatics/gmeow-gts,github,18,0,0,1,"extern ""C"""
gmod-17.0.1,gmod,17.0.1,https://github.com/WilliamVenner/gmod-rs,github,5,64,0,5,"extern ""C"" + extern ""C-unwind"""
gmod-lzma-1.0.1,gmod-lzma,1.0.1,https://github.com/WilliamVenner/gmod-lzma-rs,github,1,0,0,1,"extern ""C"""
gmodx-0.25.1,gmodx,0.25.1,https://github.com/Srlion/gmodx-rs,github,0,5,0,3,"extern ""C-unwind"""
gmsh_ffi-0.1.0,gmsh_ffi,0.1.0,384,other,0,0,1,kept,"extern ""C++"""
gmssl-0.1.0,gmssl,0.1.0,https://github.com/acovo/rust-gmssl,github,34,0,0,7,"extern ""C"""
gmssl-rust-0.1.0,gmssl-rust,0.1.0,https://github.com/yourusername/gmssl-rust,github,4,0,0,1,"extern ""C"""
gnome-desktop-0.4.2,gnome-desktop,0.4.2,https://gitlab.gnome.org/vlinkz/gnome-desktop-rs,gitlab,18,0,0,5,"extern ""C"""
gnome-desktop-xinux-0.22.0,gnome-desktop-xinux,0.22.0,https://github.com/xinux-org/desktop,github,18,0,0,5,"extern ""C"""
goa-0.0.3,goa,0.0.3,https://gitlab.gnome.org/World/Rust/libgoa-rs,gitlab,86,0,0,13,"extern ""C"""
gobject-subclass-0.2.1,gobject-subclass,0.2.1,https://github.com/gtk-rs/gobject-subclass,github,8,0,0,1,"extern ""C"""
godot_rs-0.9.3,godot_rs,0.9.3,https://github.com/godothub/godot-rust,github,118,0,0,10,"extern ""C"""
goggled-0.1.2,goggled,0.1.2,https://github.com/d-e-s-o/goggled.git,github,2,0,0,1,"extern ""C"""
goldenfloat-sys-1.1.0,goldenfloat-sys,1.1.0,https://github.com/gHashTag/zig-golden-float,github,1,0,0,1,"extern ""C"""
googlesql-0.4.0,googlesql,0.4.0,https://github.com/hirosassa/googlesql-rs,github,4,0,0,3,"extern ""C"""
gopher-mcp-rust-0.1.2-11,gopher-mcp-rust,0.1.2-11,https://github.com/GopherSecurity/gopher-mcp-rust,github,21,0,0,2,"extern ""C"""
gopher-orch-0.1.2-6,gopher-orch,0.1.2-6,https://github.com/GopherSecurity/gopher-mcp-rust,github,21,0,0,2,"extern ""C"""
gostd_time-1.1.3,gostd_time,1.1.3,https://github.com/wandercn/gostd,github,1,0,0,1,"extern ""C"""
gpgme-0.11.0,gpgme,0.11.0,https://github.com/gpg-rs/gpgme,github,9,0,0,2,"extern ""C"""
gpuviewer-core-0.1.1,gpuviewer-core,0.1.1,https://github.com/singhpratech/gpuviewer,github,11,0,0,2,"extern ""C"""
grafton-ndi-1.0.0,grafton-ndi,1.0.0,https://github.com/GrantSparks/grafton-ndi,github,1,0,0,1,"extern ""C"""
granite-rs-3.3.0,granite-rs,3.3.0,https://github.com/davidmhewitt/granite-rs,github,102,0,0,20,"extern ""C"""
granite-rs-sys-0.9.0,granite-rs-sys,0.9.0,https://github.com/davidmhewitt/granite-rs,github,8,0,0,1,"extern ""C"""
graph-as-runtime-1.0.1,graph-as-runtime,1.0.1,https://github.com/cargopete/graphite,github,12,0,0,3,"extern ""C"""
graphblas_sparse_linear_algebra-0.63.1,graphblas_sparse_linear_algebra,0.63.1,https://github.com/code-sam/graphblas_sparse_linear_algebra,github,16,0,0,3,"extern ""C"""
graphite-macros-1.0.1,graphite-macros,1.0.1,https://github.com/cargopete/graphite,github,5,0,0,1,"extern ""C"""
gravity-0.1.3,gravity,0.1.3,https://github.com/Bruflot/gravity-rs.git,github,26,0,0,2,"extern ""C"""
grb-3.0.1,grb,3.0.1,https://github.com/ykrist/rust-grb,github,2,0,0,2,"extern ""C"""
grpc_graphql_gateway-1.2.5,grpc_graphql_gateway,1.2.5,https://github.com/Protocol-Lattice/grpc_graphql_gateway,github,1,0,0,1,"extern ""C"""
gsk4-0.11.5,gsk4,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,13,0,0,4,"extern ""C"""
gsk4-sys-0.11.5,gsk4-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,7,0,0,1,"extern ""C"""
gsl_rust-0.7.4,gsl_rust,0.7.4,https://github.com/PvdBerg1998/gsl_rust,github,4,0,0,2,"extern ""C"""
gst-plugin-0.3.2,gst-plugin,0.3.2,https://gitlab.freedesktop.org/gstreamer/gst-plugins-rs/tree/master/gst-plugin,gitlab,82,0,0,11,"extern ""C"""
gstd-2.0.0,gstd,2.0.0,https://github.com/gear-tech/gear,github,39,0,0,10,"extern ""C"""
gstd-codegen-2.0.0,gstd-codegen,2.0.0,https://github.com/gear-tech/gear,github,4,0,0,1,"extern ""C"""
gstreamer-0.25.4,gstreamer,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,242,0,0,54,"extern ""C"""
gstreamer-allocators-sys-0.25.4,gstreamer-allocators-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,3,0,0,1,"extern ""C"""
gstreamer-analytics-sys-0.25.4,gstreamer-analytics-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,3,0,0,1,"extern ""C"""
gstreamer-app-0.25.2,gstreamer-app,0.25.2,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,114,0,0,4,"extern ""C"""
gstreamer-app-sys-0.25.4,gstreamer-app-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,32,0,0,1,"extern ""C"""
gstreamer-audio-0.25.4,gstreamer-audio,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,116,0,0,18,"extern ""C"""
gstreamer-audio-sys-0.25.4,gstreamer-audio-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,83,0,0,1,"extern ""C"""
gstreamer-base-0.25.4,gstreamer-base,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,162,0,0,15,"extern ""C"""
gstreamer-base-sys-0.25.4,gstreamer-base-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,117,0,0,1,"extern ""C"""
gstreamer-check-0.25.0,gstreamer-check,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,2,0,0,1,"extern ""C"""
gstreamer-check-sys-0.25.4,gstreamer-check-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,3,0,0,1,"extern ""C"""
gstreamer-controller-0.25.2,gstreamer-controller,0.25.2,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,30,0,0,6,"extern ""C"""
gstreamer-controller-sys-0.25.4,gstreamer-controller-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,3,0,0,1,"extern ""C"""
gstreamer-d3d12-0.25.2,gstreamer-d3d12,0.25.2,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,51,0,0,5,"extern ""C"""
gstreamer-d3d12-sys-0.25.4,gstreamer-d3d12-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,2,0,0,1,"extern ""C"""
gstreamer-editing-services-0.25.4,gstreamer-editing-services,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,199,0,0,25,"extern ""C"""
gstreamer-editing-services-sys-0.25.4,gstreamer-editing-services-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,83,0,0,1,"extern ""C"""
gstreamer-gl-0.25.4,gstreamer-gl,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,42,0,0,13,"extern ""C"""
gstreamer-gl-egl-sys-0.25.4,gstreamer-gl-egl-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-gl-sys-0.25.4,gstreamer-gl-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,72,0,0,1,"extern ""C"""
gstreamer-gl-wayland-sys-0.25.4,gstreamer-gl-wayland-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-gl-x11-sys-0.25.4,gstreamer-gl-x11-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-mpegts-sys-0.25.4,gstreamer-mpegts-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,2,0,0,1,"extern ""C"""
gstreamer-mse-0.25.0,gstreamer-mse,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,58,0,0,4,"extern ""C"""
gstreamer-mse-sys-0.25.4,gstreamer-mse-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-net-0.25.0,gstreamer-net,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,26,0,0,4,"extern ""C"""
gstreamer-net-sys-0.25.4,gstreamer-net-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,2,0,0,1,"extern ""C"""
gstreamer-pbutils-0.25.4,gstreamer-pbutils,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,24,0,0,6,"extern ""C"""
gstreamer-pbutils-sys-0.25.4,gstreamer-pbutils-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,11,0,0,1,"extern ""C"""
gstreamer-play-0.25.0,gstreamer-play,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,70,0,0,5,"extern ""C"""
gstreamer-play-sys-0.25.4,gstreamer-play-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,2,0,0,1,"extern ""C"""
gstreamer-player-0.25.0,gstreamer-player,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,64,0,0,4,"extern ""C"""
gstreamer-player-sys-0.25.4,gstreamer-player-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,4,0,0,1,"extern ""C"""
gstreamer-rtp-0.25.0,gstreamer-rtp,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,74,0,0,7,"extern ""C"""
gstreamer-rtp-sys-0.25.4,gstreamer-rtp-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,20,0,0,1,"extern ""C"""
gstreamer-rtsp-server-0.25.2,gstreamer-rtsp-server,0.25.2,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,305,0,0,20,"extern ""C"""
gstreamer-rtsp-server-sys-0.25.4,gstreamer-rtsp-server-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,91,0,0,1,"extern ""C"""
gstreamer-rtsp-sys-0.25.4,gstreamer-rtsp-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,21,0,0,1,"extern ""C"""
gstreamer-sdp-sys-0.25.4,gstreamer-sdp-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-sys-0.25.4,gstreamer-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,167,0,0,1,"extern ""C"""
gstreamer-tag-sys-0.25.4,gstreamer-tag-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,6,0,0,1,"extern ""C"""
gstreamer-validate-0.25.0,gstreamer-validate,0.25.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,23,0,0,5,"extern ""C"""
gstreamer-validate-sys-0.25.4,gstreamer-validate-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,19,0,0,1,"extern ""C"""
gstreamer-video-0.25.4,gstreamer-video,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,82,0,0,16,"extern ""C"""
gstreamer-video-sys-0.25.4,gstreamer-video-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,84,0,0,1,"extern ""C"""
gstreamer-vulkan-0.25.4,gstreamer-vulkan,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,24,0,0,5,"extern ""C"""
gstreamer-vulkan-sys-0.25.4,gstreamer-vulkan-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,24,0,0,1,"extern ""C"""
gstreamer-vulkan-wayland-sys-0.25.4,gstreamer-vulkan-wayland-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-vulkan-xcb-sys-0.25.4,gstreamer-vulkan-xcb-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,1,0,0,1,"extern ""C"""
gstreamer-webrtc-0.25.4,gstreamer-webrtc,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,70,0,0,9,"extern ""C"""
gstreamer-webrtc-sys-0.25.4,gstreamer-webrtc-sys,0.25.4,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,gitlab,28,0,0,1,"extern ""C"""
gsys-2.0.0,gsys,2.0.0,https://github.com/gear-tech/gear,github,2,0,0,1,"extern ""C"""
gtk-0.19.0,gtk,0.19.0,https://github.com/gtk-rs/gtk3-rs,github,2845,0,0,199,"extern ""C"""
gtk4-0.11.5,gtk4,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,3516,0,0,307,"extern ""C"""
gtk4-session-lock-0.4.1,gtk4-session-lock,0.4.1,https://github.com/pentamassiv/gtk4-layer-shell-gir/tree/main/gtk4-session-lock,github,8,0,0,1,"extern ""C"""
gtk4-sys-0.11.5,gtk4-sys,0.11.5,https://github.com/gtk-rs/gtk4-rs,github,459,0,0,1,"extern ""C"""
gurobi-0.3.4,gurobi,0.3.4,https://github.com/ubnt-intrepid/rust-gurobi,github,2,0,0,1,"extern ""C"""
gurobi-rs-1.0.0,gurobi-rs,1.0.0,https://github.com/oximo-rs/gurobi-rs,github,4,0,0,2,"extern ""C"""
gvnc-0.7.0,gvnc,0.7.0,https://gitlab.gnome.org/malureau/gtk-vnc-rs,gitlab,60,0,0,4,"extern ""C"""
gvnc-sys-0.7.0,gvnc-sys,0.7.0,https://gitlab.gnome.org/malureau/gtk-vnc-rs,gitlab,40,0,0,1,"extern ""C"""
gwd-backend-firefox-0.1.5,gwd-backend-firefox,0.1.5,https://github.com/Passeriform/GWD-Backend-Firefox,github,1,0,0,1,"extern ""C"""
gweather-sys-4.8.0,gweather-sys,4.8.0,https://gitlab.gnome.org/World/Rust/libgweather-rs,gitlab,2,0,0,1,"extern ""C"""
gxci-0.3.9,gxci,0.3.9,https://github.com/islatri/gxci,github,52,0,0,5,"extern ""C"""
hackmd-0.1.0,hackmd,0.1.0,https://github.com/zemse/hackmd,github,1,0,0,1,"extern ""C"""
hacl-star-sys-0.1.0,hacl-star-sys,0.1.0,https://github.com/quininer/rust-hacl-star,github,98,0,0,13,"extern ""C"""
hacl-sys-0.0.2,hacl-sys,0.0.2,https://github.com/cryspen/hacl-packages,github,220,0,0,1,"extern ""C"""
hadrian-0.0.0-alpha.11,hadrian,0.0.0-alpha.11,https://github.com/ScriptSmith/hadrian,github,1,0,0,1,"extern ""C"""
haizhi-librocksdb-sys-0.8.0+7.4.4,haizhi-librocksdb-sys,0.8.0+7.4.4,https://github.com/haizhi-tech/haizhi-rust-rocksdb,github,19,0,0,1,"extern ""C"""
handy-keys-0.3.4,handy-keys,0.3.4,https://github.com/handy-computer/handy-keys,github,2,3,0,3,"extern ""C"" + extern ""C-unwind"""
hanzo-engine-0.6.1,hanzo-engine,0.6.1,https://github.com/hanzoai/engine,github,1,0,0,1,"extern ""C"""
hanzo-mcp-server-1.1.21,hanzo-mcp-server,1.1.21,https://github.com/hanzoai/rust-sdk,github,1,0,0,1,"extern ""C"""
hanzo-paged-attn-0.6.1,hanzo-paged-attn,0.6.1,https://github.com/hanzoai/engine,github,1,0,0,1,"extern ""C"""
hanzo-quant-0.6.1,hanzo-quant,0.6.1,https://github.com/hanzoai/engine,github,28,0,0,18,"extern ""C"""
hanzo-rocm-0.5.2,hanzo-rocm,0.5.2,https://github.com/hanzoai/rocm-rs,github,3762,0,0,12,"extern ""C"""
hapi-rs-22.0.0,hapi-rs,22.0.0,https://github.com/alexxbb/hapi-rs/,github,432,0,0,1,"extern ""C"""
hardened_malloc-rs-0.1.2+12,hardened_malloc-rs,0.1.2+12,https://github.com/girlbossceo/hardened_malloc-rs,github,1,0,0,1,"extern ""C"""
harfbuzz_rs-2.0.1,harfbuzz_rs,2.0.1,https://github.com/manuel-rhdt/harfbuzz_rs,github,5,0,0,4,"extern ""C"""
harfbuzz_rs_now-2.3.2,harfbuzz_rs_now,2.3.2,https://github.com/harfbuzz/harfbuzz_rs,github,596,0,0,6,"extern ""C"""
hashtree-fuser-0.14.0-hashtree.1,hashtree-fuser,0.14.0-hashtree.1,https://github.com/mmalmi/hashtree,github,47,0,0,2,"extern ""C"""
hdds-micro-c-0.1.0,hdds-micro-c,0.1.0,https://git.hdds.io/hdds/hdds,other,44,0,0,1,"extern ""C"""
heeranjid-ffi-0.5.1,heeranjid-ffi,0.5.1,https://github.com/TarunvirBains/HeeRanjID,github,7,0,0,1,"extern ""C"""
